,DateTime,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Power_con
43,1/11/2008 17:00,11/1/2008,5:00 PM,0.59,0,239.05,2.4,0,0,0,9.833333333
44,1/11/2008 23:00,11/1/2008,11:00 PM,2.246,0,238.92,9.4,1,0,18,18.43333333
45,1/12/2008 5:00,12/1/2008,5:00 AM,0.466,0.052,242.49,2.2,0,0,0,7.766666667
46,1/12/2008 11:00,12/1/2008,11:00 AM,4.118,0.224,236.39,17.4,38,1,17,12.63333333
47,1/12/2008 17:00,12/1/2008,5:00 PM,0.71,0.048,238.95,3,0,0,0,11.83333333
48,1/12/2008 23:00,12/1/2008,11:00 PM,4.108,0.048,237.98,17.2,0,0,17,51.46666667
49,1/13/2008 5:00,13/1/2008,5:00 AM,1.378,0.088,240.99,5.6,0,0,0,22.96666667
50,1/13/2008 11:00,13/1/2008,11:00 AM,1.262,0.048,238.04,5.2,0,0,17,4.033333333
51,1/13/2008 17:00,13/1/2008,5:00 PM,1.5,0.056,238.86,6.2,0,0,0,25
52,1/13/2008 23:00,13/1/2008,11:00 PM,0.22,0.046,241.48,1,0,0,0,3.666666667
53,1/14/2008 5:00,14/1/2008,5:00 AM,0.224,0,244.61,1,0,0,0,3.733333333
54,1/14/2008 11:00,14/1/2008,11:00 AM,1.446,0.054,238.78,6,0,0,18,6.1
55,1/14/2008 17:00,14/1/2008,5:00 PM,0.482,0.09,240.27,2.2,0,0,0,8.033333333
56,1/14/2008 23:00,14/1/2008,11:00 PM,0.464,0.15,244.71,2.2,0,0,0,7.733333333
57,1/15/2008 5:00,15/1/2008,5:00 AM,0.342,0,244.6,1.6,0,0,0,5.7
58,1/15/2008 11:00,15/1/2008,11:00 AM,3.796,0,240.74,15.6,0,38,17,8.266666667
59,1/15/2008 17:00,15/1/2008,5:00 PM,1.568,0,242.44,6.6,0,0,18,8.133333333
60,1/15/2008 23:00,15/1/2008,11:00 PM,1.682,0.054,242.83,7,0,0,18,10.03333333
61,1/16/2008 5:00,16/1/2008,5:00 AM,0.494,0.102,243.98,2.2,0,0,0,8.233333333
62,1/16/2008 11:00,16/1/2008,11:00 AM,1.6,0.184,237.32,6.8,0,1,17,8.666666667
63,1/16/2008 17:00,16/1/2008,5:00 PM,0.726,0.132,241.34,3.2,0,1,0,11.1
64,1/16/2008 23:00,16/1/2008,11:00 PM,1.218,0.112,243.28,5,0,0,0,20.3
65,1/17/2008 5:00,17/1/2008,5:00 AM,0.316,0.052,243.91,1.4,0,0,0,5.266666667
66,1/17/2008 11:00,17/1/2008,11:00 AM,1.348,0.08,237.91,5.6,0,0,18,4.466666667
67,1/17/2008 17:00,17/1/2008,5:00 PM,0.318,0,243.7,1.4,0,0,0,5.3
68,1/17/2008 23:00,17/1/2008,11:00 PM,0.75,0,243.24,3.2,0,0,0,12.5
69,1/18/2008 5:00,18/1/2008,5:00 AM,0.39,0,241.14,1.8,0,0,0,6.5
70,1/18/2008 11:00,18/1/2008,11:00 AM,1.442,0.046,237.86,6,0,0,17,7.033333333
71,1/18/2008 17:00,18/1/2008,5:00 PM,1.498,0.074,239.77,6.2,0,1,18,5.966666667
72,1/18/2008 23:00,18/1/2008,11:00 PM,2.206,0.32,240,9.2,0,2,17,17.76666667
73,1/19/2008 5:00,19/1/2008,5:00 AM,0.31,0.098,243.57,1.2,0,2,0,3.166666667
74,1/19/2008 11:00,19/1/2008,11:00 AM,0.458,0.07,238.83,2,0,0,0,7.633333333
75,1/19/2008 17:00,19/1/2008,5:00 PM,1.458,0.102,238.86,7.8,0,0,0,24.3
76,1/19/2008 23:00,19/1/2008,11:00 PM,0.422,0.126,238.5,1.8,0,0,0,7.033333333
77,1/20/2008 5:00,20/1/2008,5:00 AM,1.426,0.066,242.47,5.8,0,0,19,4.766666667
78,1/20/2008 11:00,20/1/2008,11:00 AM,1.504,0.184,237.15,6.4,0,0,17,8.066666667
79,1/20/2008 17:00,20/1/2008,5:00 PM,2.174,0.054,239.63,9,0,0,0,36.23333333
80,1/20/2008 23:00,20/1/2008,11:00 PM,0.904,0,240.47,3.8,0,0,0,15.06666667
81,1/21/2008 5:00,21/1/2008,5:00 AM,0.43,0.104,240.76,2,0,0,0,7.166666667
82,1/21/2008 11:00,21/1/2008,11:00 AM,1.55,0.098,234.11,6.6,0,0,17,8.833333333
83,1/21/2008 17:00,21/1/2008,5:00 PM,0.434,0.112,240.73,2,0,0,0,7.233333333
84,1/21/2008 23:00,21/1/2008,11:00 PM,0.35,0,242.46,1.6,0,0,0,5.833333333
85,1/22/2008 5:00,22/1/2008,5:00 AM,0.432,0.096,243.88,1.8,0,0,0,7.2
86,1/22/2008 11:00,22/1/2008,11:00 AM,0.33,0,243.43,1.4,0,0,0,5.5
87,1/22/2008 17:00,22/1/2008,5:00 PM,0.376,0,241.22,1.8,0,0,0,6.266666667
88,1/22/2008 23:00,22/1/2008,11:00 PM,0.358,0,243.93,1.6,0,0,0,5.966666667
89,1/23/2008 5:00,23/1/2008,5:00 AM,0.358,0,242.13,1.8,0,0,0,5.966666667
90,1/23/2008 11:00,23/1/2008,11:00 AM,2.356,0.062,240.14,10.2,0,0,18,21.26666667
91,1/23/2008 17:00,23/1/2008,5:00 PM,1.554,0.052,241.41,6.4,1,0,18,6.9
92,1/23/2008 23:00,23/1/2008,11:00 PM,0.33,0.1,244.98,1.4,0,0,0,5.5
93,1/24/2008 5:00,24/1/2008,5:00 AM,0.402,0.194,241.38,1.8,0,0,0,6.7
94,1/24/2008 11:00,24/1/2008,11:00 AM,1.49,0.158,238.43,6.2,0,0,17,7.833333333
95,1/24/2008 17:00,24/1/2008,5:00 PM,0.488,0.094,240.93,2.2,0,0,0,8.133333333
96,1/24/2008 23:00,24/1/2008,11:00 PM,1.348,0.104,245.16,5.6,0,0,0,22.46666667
97,1/25/2008 5:00,25/1/2008,5:00 AM,0.322,0.05,241.97,1.4,0,0,0,5.366666667
98,1/25/2008 11:00,25/1/2008,11:00 AM,1.566,0.068,237.83,6.6,0,0,17,9.1
99,1/25/2008 17:00,25/1/2008,5:00 PM,1.436,0.046,241.37,6,0,0,18,5.933333333
100,1/25/2008 23:00,25/1/2008,11:00 PM,1.366,0.06,243.26,5.6,0,0,0,22.76666667
101,1/26/2008 5:00,26/1/2008,5:00 AM,0.428,0.092,241.48,1.8,0,0,0,7.133333333
102,1/26/2008 11:00,26/1/2008,11:00 AM,1.404,0.052,236.91,6,0,0,18,5.4
103,1/26/2008 17:00,26/1/2008,5:00 PM,1.824,0.074,238.21,7.6,0,0,17,13.4
104,1/26/2008 23:00,26/1/2008,11:00 PM,2.836,0,240.51,11.8,0,0,17,30.26666667
105,1/27/2008 5:00,27/1/2008,5:00 AM,0.43,0.062,243.9,1.8,0,0,0,7.166666667
106,1/27/2008 11:00,27/1/2008,11:00 AM,2.302,0.236,239.71,9.6,0,0,18,20.36666667
107,1/27/2008 17:00,27/1/2008,5:00 PM,3.428,0.046,238.5,14.4,0,36,0,21.13333333
108,1/27/2008 23:00,27/1/2008,11:00 PM,1.086,0.176,242.47,4.6,0,0,0,18.1
109,1/28/2008 5:00,28/1/2008,5:00 AM,0.346,0,244.43,1.6,0,0,0,5.766666667
110,1/28/2008 11:00,28/1/2008,11:00 AM,2.73,0.06,238.89,11.4,0,0,18,27.5
111,1/28/2008 17:00,28/1/2008,5:00 PM,0.468,0.18,241.19,2.2,0,1,0,6.8
112,1/28/2008 23:00,28/1/2008,11:00 PM,2.194,0,242.14,9,0,0,18,18.56666667
113,1/29/2008 5:00,29/1/2008,5:00 AM,0.43,0.106,245.17,1.8,0,0,0,7.166666667
114,1/29/2008 11:00,29/1/2008,11:00 AM,1.52,0.048,238.79,6.4,0,0,18,7.333333333
115,1/29/2008 17:00,29/1/2008,5:00 PM,1.61,0,241.92,6.8,0,0,18,8.833333333
116,1/29/2008 23:00,29/1/2008,11:00 PM,2.122,0.086,243.54,8.8,0,0,0,35.36666667
117,1/30/2008 5:00,30/1/2008,5:00 AM,0.394,0,246,1.8,0,0,0,6.566666667
118,1/30/2008 11:00,30/1/2008,11:00 AM,1.546,0.078,238.85,6.4,0,0,17,8.766666667
119,1/30/2008 17:00,30/1/2008,5:00 PM,0.328,0,242.51,1.4,0,0,0,5.466666667
120,1/30/2008 23:00,30/1/2008,11:00 PM,0.476,0.062,242.43,2,0,0,0,7.933333333
121,1/31/2008 5:00,31/1/2008,5:00 AM,0.408,0.09,243.05,1.8,0,1,0,5.8
122,1/31/2008 11:00,31/1/2008,11:00 AM,0.394,0.05,243.32,2,0,0,0,6.566666667
123,1/31/2008 17:00,31/1/2008,5:00 PM,0.386,0,242.68,1.8,0,0,0,6.433333333
124,1/31/2008 23:00,31/1/2008,11:00 PM,4.008,0.346,239.44,16.8,0,1,18,47.8
125,2/1/2008 5:00,1/2/2008,5:00 AM,0.422,0.094,240.13,1.8,0,0,0,7.033333333
126,2/1/2008 11:00,1/2/2008,11:00 AM,0.476,0.184,237.61,2.2,0,0,0,7.933333333
127,2/1/2008 17:00,1/2/2008,5:00 PM,1.58,0,243.08,6.4,0,0,18,8.333333333
128,2/1/2008 23:00,1/2/2008,11:00 PM,1.048,0,243.53,4.2,0,0,0,17.46666667
129,2/2/2008 5:00,2/2/2008,5:00 AM,0.342,0.108,244.71,1.4,0,0,0,5.7
130,2/2/2008 11:00,2/2/2008,11:00 AM,1.296,0.056,238.68,5.4,0,0,18,3.6
131,2/2/2008 17:00,2/2/2008,5:00 PM,2.144,0.59,237.48,9.4,3,1,17,14.73333333
132,2/2/2008 23:00,2/2/2008,11:00 PM,3.544,0,239.33,14.8,0,0,18,41.06666667
133,2/3/2008 5:00,3/2/2008,5:00 AM,0.228,0,243.14,1,0,0,0,3.8
134,2/3/2008 11:00,3/2/2008,11:00 AM,1.546,0.07,237.56,6.6,0,2,17,6.766666667
135,2/3/2008 17:00,3/2/2008,5:00 PM,0.25,0,240.62,1,0,1,0,3.166666667
136,2/3/2008 23:00,3/2/2008,11:00 PM,0.484,0.354,246.39,2.4,0,1,0,7.066666667
137,2/4/2008 5:00,4/2/2008,5:00 AM,0.224,0,243.75,1,0,0,0,3.733333333
138,2/4/2008 11:00,4/2/2008,11:00 AM,1.458,0.052,238.77,6.2,0,0,18,6.3
139,2/4/2008 17:00,4/2/2008,5:00 PM,0.216,0,240.66,0.8,0,0,0,3.6
140,2/4/2008 23:00,4/2/2008,11:00 PM,0.364,0.092,242.86,1.4,0,0,0,6.066666667
141,2/5/2008 5:00,5/2/2008,5:00 AM,0.302,0.062,242.5,1.2,0,0,0,5.033333333
142,2/5/2008 11:00,5/2/2008,11:00 AM,0.4,0.23,241.1,1.8,0,1,0,5.666666667
143,2/5/2008 17:00,5/2/2008,5:00 PM,1.818,0.19,239.91,7.6,0,2,17,11.3
144,2/5/2008 23:00,5/2/2008,11:00 PM,0.384,0.146,247.3,1.8,0,1,0,5.4
145,2/6/2008 5:00,6/2/2008,5:00 AM,0.302,0.07,242.18,1.2,0,0,0,5.033333333
146,2/6/2008 11:00,6/2/2008,11:00 AM,1.428,0,229.15,6.2,0,0,16,7.8
147,2/6/2008 17:00,6/2/2008,5:00 PM,1.416,0.126,242.03,5.8,0,0,18,5.6
148,2/6/2008 23:00,6/2/2008,11:00 PM,1.312,0,242,5.4,0,0,18,3.866666667
149,2/7/2008 5:00,7/2/2008,5:00 AM,0.23,0,242.99,1,0,0,0,3.833333333
150,2/7/2008 11:00,7/2/2008,11:00 AM,1.272,0.046,239.14,5.2,0,0,17,4.2
151,2/7/2008 17:00,7/2/2008,5:00 PM,0.3,0.086,241.22,1.2,0,2,0,3
152,2/7/2008 23:00,7/2/2008,11:00 PM,1.02,0,243.31,4.2,0,0,0,17
153,2/8/2008 5:00,8/2/2008,5:00 AM,1.358,0,240.4,5.6,0,0,18,4.633333333
154,2/8/2008 11:00,8/2/2008,11:00 AM,1.554,0.046,240.18,6.6,0,0,18,7.9
155,2/8/2008 17:00,8/2/2008,5:00 PM,0.4,0,240.9,1.8,0,0,0,6.666666667
156,2/8/2008 23:00,8/2/2008,11:00 PM,2.25,0.184,240.97,9.4,0,0,0,37.5
157,2/9/2008 5:00,9/2/2008,5:00 AM,0.274,0,242.87,1.2,0,0,0,4.566666667
158,2/9/2008 11:00,9/2/2008,11:00 AM,1.932,0.064,237.36,8.2,0,0,18,14.2
159,2/9/2008 17:00,9/2/2008,5:00 PM,0.422,0.046,241.94,2,0,0,0,7.033333333
160,2/9/2008 23:00,9/2/2008,11:00 PM,0.49,0.152,242.01,2.2,1,0,0,7.166666667
161,2/10/2008 5:00,10/2/2008,5:00 AM,1.412,0.072,241.73,5.8,0,0,18,5.533333333
162,2/10/2008 11:00,10/2/2008,11:00 AM,0.542,0.072,243.73,2.2,0,2,0,7.033333333
163,2/10/2008 17:00,10/2/2008,5:00 PM,0.818,0,241.7,3.4,0,0,0,13.63333333
164,2/10/2008 23:00,10/2/2008,11:00 PM,1.394,0,241.25,5.8,0,0,18,5.233333333
165,2/11/2008 5:00,11/2/2008,5:00 AM,0.312,0.068,244.14,1.2,0,0,0,5.2
166,2/11/2008 11:00,11/2/2008,11:00 AM,1.378,0.082,241.42,5.6,0,2,18,2.966666667
167,2/11/2008 17:00,11/2/2008,5:00 PM,0.226,0,243.46,1,0,0,0,3.766666667
168,2/11/2008 23:00,11/2/2008,11:00 PM,0.216,0,240.47,0.8,0,0,0,3.6
169,2/12/2008 5:00,12/2/2008,5:00 AM,0.224,0,243.56,1,0,0,0,3.733333333
170,2/12/2008 11:00,12/2/2008,11:00 AM,1.792,0.054,233.58,7.6,0,0,16,13.86666667
171,2/12/2008 17:00,12/2/2008,5:00 PM,1.378,0.06,238.18,5.8,0,0,18,4.966666667
172,2/12/2008 23:00,12/2/2008,11:00 PM,0.702,0,243.78,2.8,0,0,0,11.7
173,2/13/2008 5:00,13/2/2008,5:00 AM,1.394,0.06,242.85,5.6,0,0,18,5.233333333
174,2/13/2008 11:00,13/2/2008,11:00 AM,3.534,0.046,236.75,14.8,38,0,17,3.9
175,2/13/2008 17:00,13/2/2008,5:00 PM,1.384,0.268,241.93,5.8,0,19,0,4.066666667
176,2/13/2008 23:00,13/2/2008,11:00 PM,0.704,0.15,242.7,2.8,0,0,0,11.73333333
177,2/14/2008 5:00,14/2/2008,5:00 AM,0.248,0,241.51,1,0,0,0,4.133333333
178,2/14/2008 11:00,14/2/2008,11:00 AM,1.288,0,238.59,5.4,0,0,18,3.466666667
179,2/14/2008 17:00,14/2/2008,5:00 PM,0.29,0.088,242.15,1.2,0,1,0,3.833333333
180,2/14/2008 23:00,14/2/2008,11:00 PM,0.472,0.05,243.22,1.8,0,0,0,7.866666667
181,2/15/2008 5:00,15/2/2008,5:00 AM,0.214,0,243.59,0.8,0,0,0,3.566666667
182,2/15/2008 11:00,15/2/2008,11:00 AM,1.346,0.054,238.95,5.6,0,0,17,5.433333333
183,2/15/2008 17:00,15/2/2008,5:00 PM,1.326,0,242.92,5.4,0,0,18,4.1
184,2/15/2008 23:00,15/2/2008,11:00 PM,0.834,0,242.54,3.4,0,0,0,13.9
185,2/16/2008 5:00,16/2/2008,5:00 AM,1.334,0,240.89,5.4,0,0,17,5.233333333
186,2/16/2008 11:00,16/2/2008,11:00 AM,1.288,0.064,237.87,5.4,0,0,17,4.466666667
187,2/16/2008 17:00,16/2/2008,5:00 PM,0.912,0.068,238.85,3.8,0,0,0,15.2
188,2/16/2008 23:00,16/2/2008,11:00 PM,3.348,0,239.65,14,0,0,18,37.8
189,2/17/2008 5:00,17/2/2008,5:00 AM,0.314,0.09,247.74,1.2,0,1,0,4.233333333
190,2/17/2008 11:00,17/2/2008,11:00 AM,1.52,0.052,243.97,6.2,1,0,19,5.333333333
191,2/17/2008 17:00,17/2/2008,5:00 PM,0.378,0.052,244.78,1.8,0,0,0,6.3
192,2/17/2008 23:00,17/2/2008,11:00 PM,0.466,0,243.24,2,0,0,0,7.766666667
193,2/18/2008 5:00,18/2/2008,5:00 AM,0.33,0.098,244.21,1.6,0,0,0,5.5
194,2/18/2008 11:00,18/2/2008,11:00 AM,1.382,0.092,239.14,5.8,0,0,17,6.033333333
195,2/18/2008 17:00,18/2/2008,5:00 PM,0.3,0.106,244.33,1.2,0,2,0,3
196,2/18/2008 23:00,18/2/2008,11:00 PM,0.298,0,242.14,1.2,0,0,0,4.966666667
197,2/19/2008 5:00,19/2/2008,5:00 AM,1.308,0,239.72,5.4,0,0,18,3.8
198,2/19/2008 11:00,19/2/2008,11:00 AM,4.394,0.278,235.38,19,37,1,17,18.23333333
199,2/19/2008 17:00,19/2/2008,5:00 PM,1.058,0.094,240.84,4.4,0,1,0,16.63333333
200,2/19/2008 23:00,19/2/2008,11:00 PM,0.33,0.098,244.47,1.4,0,0,0,5.5
201,2/20/2008 5:00,20/2/2008,5:00 AM,0.308,0.078,241.91,1.2,0,1,0,4.133333333
202,2/20/2008 11:00,20/2/2008,11:00 AM,1.432,0.058,239.76,5.8,0,0,18,5.866666667
203,2/20/2008 17:00,20/2/2008,5:00 PM,2.566,0.132,240.91,10.6,0,37,0,5.766666667
204,2/20/2008 23:00,20/2/2008,11:00 PM,1.528,0.112,243.39,6.2,1,0,18,6.466666667
205,2/21/2008 5:00,21/2/2008,5:00 AM,0.324,0.112,243.08,1.4,0,0,0,5.4
206,2/21/2008 11:00,21/2/2008,11:00 AM,1.336,0.078,236.45,5.6,0,0,17,5.266666667
207,2/21/2008 17:00,21/2/2008,5:00 PM,0.234,0,242.77,1,0,0,0,3.9
208,2/21/2008 23:00,21/2/2008,11:00 PM,0.994,0,243.77,4,0,0,0,16.56666667
209,2/22/2008 5:00,22/2/2008,5:00 AM,0.224,0,241.36,1,0,0,0,3.733333333
210,2/22/2008 11:00,22/2/2008,11:00 AM,1.454,0.05,240.45,6,0,0,17,7.233333333
211,2/22/2008 17:00,22/2/2008,5:00 PM,0.28,0,241.15,1.2,0,0,0,4.666666667
212,2/22/2008 23:00,22/2/2008,11:00 PM,0.332,0.096,243.24,1.4,0,0,0,5.533333333
213,2/23/2008 5:00,23/2/2008,5:00 AM,1.464,0.2,240.3,6,0,2,18,4.4
214,2/23/2008 11:00,23/2/2008,11:00 AM,2.708,0.172,235.96,11.4,0,39,0,6.133333333
215,2/23/2008 17:00,23/2/2008,5:00 PM,2.862,0.272,236.91,12,0,1,18,28.7
216,2/23/2008 23:00,23/2/2008,11:00 PM,1.696,0.12,239.58,7,0,1,17,10.26666667
217,2/24/2008 5:00,24/2/2008,5:00 AM,1.392,0.084,241.47,5.8,0,1,18,4.2
218,2/24/2008 11:00,24/2/2008,11:00 AM,0.212,0,240.44,0.8,0,0,0,3.533333333
219,2/24/2008 17:00,24/2/2008,5:00 PM,0.212,0,240.27,0.8,0,0,0,3.533333333
220,2/24/2008 23:00,24/2/2008,11:00 PM,0.21,0,238.81,0.8,0,0,0,3.5
221,2/25/2008 5:00,25/2/2008,5:00 AM,0.21,0,238.19,0.8,0,0,0,3.5
222,2/25/2008 11:00,25/2/2008,11:00 AM,0.308,0.096,236.91,1.4,0,0,0,5.133333333
223,2/25/2008 17:00,25/2/2008,5:00 PM,0.214,0,241.44,0.8,0,0,0,3.566666667
224,2/25/2008 23:00,25/2/2008,11:00 PM,0.216,0,241.91,0.8,0,0,0,3.6
225,2/26/2008 5:00,26/2/2008,5:00 AM,0.326,0.086,241.9,1.4,0,0,0,5.433333333
226,2/26/2008 11:00,26/2/2008,11:00 AM,0.216,0,238.44,0.8,0,0,0,3.6
227,2/26/2008 17:00,26/2/2008,5:00 PM,0.318,0.106,240.52,1.4,0,0,0,5.3
228,2/26/2008 23:00,26/2/2008,11:00 PM,0.212,0,240.36,0.8,0,0,0,3.533333333
229,2/27/2008 5:00,27/2/2008,5:00 AM,0.32,0.104,239.5,1.4,0,0,0,5.333333333
230,2/27/2008 11:00,27/2/2008,11:00 AM,0.288,0.086,236.6,1.2,0,1,0,3.8
231,2/27/2008 17:00,27/2/2008,5:00 PM,0.286,0.074,239.19,1.2,0,0,0,4.766666667
232,2/27/2008 23:00,27/2/2008,11:00 PM,0.29,0.084,242.01,1.2,0,0,0,4.833333333
233,2/28/2008 5:00,28/2/2008,5:00 AM,0.252,0,239.87,1.2,0,0,0,4.2
234,2/28/2008 11:00,28/2/2008,11:00 AM,0.21,0,238.05,0.8,0,0,0,3.5
235,2/28/2008 17:00,28/2/2008,5:00 PM,0.214,0,240.96,0.8,0,0,0,3.566666667
236,2/28/2008 23:00,28/2/2008,11:00 PM,0.216,0,242.15,0.8,0,0,0,3.6
237,2/29/2008 5:00,29/2/2008,5:00 AM,0.284,0,238.48,1.4,0,0,0,4.733333333
238,2/29/2008 11:00,29/2/2008,11:00 AM,1.59,0.056,236.37,6.6,0,1,18,7.5
239,2/29/2008 17:00,29/2/2008,5:00 PM,0.49,0,236.07,2,0,0,0,8.166666667
240,2/29/2008 23:00,29/2/2008,11:00 PM,0.51,0,242.18,2,0,0,0,8.5
241,3/1/2008 5:00,1/3/2008,5:00 AM,0.504,0,240.97,2,0,0,0,8.4
242,3/1/2008 11:00,1/3/2008,11:00 AM,0.57,0.082,237.65,2.4,0,1,0,8.5
243,3/1/2008 17:00,1/3/2008,5:00 PM,0.6,0.096,238.06,2.4,0,0,0,10
244,3/1/2008 23:00,1/3/2008,11:00 PM,0.608,0.062,240.9,2.4,0,0,0,10.13333333
245,3/2/2008 5:00,2/3/2008,5:00 AM,0.244,0,242.01,1,0,0,0,4.066666667
246,3/2/2008 11:00,2/3/2008,11:00 AM,0.364,0.092,238.84,1.6,0,0,0,6.066666667
247,3/2/2008 17:00,2/3/2008,5:00 PM,0.494,0.292,238.61,2.4,0,1,0,7.233333333
248,3/2/2008 23:00,2/3/2008,11:00 PM,0.664,0.176,242.55,2.8,0,2,0,9.066666667
249,3/3/2008 5:00,3/3/2008,5:00 AM,0.574,0.072,240.27,2.4,0,0,0,9.566666667
250,3/3/2008 11:00,3/3/2008,11:00 AM,0.596,0.1,240.32,2.4,0,0,0,9.933333333
251,3/3/2008 17:00,3/3/2008,5:00 PM,0.604,0.104,241.53,2.4,0,0,0,10.06666667
252,3/3/2008 23:00,3/3/2008,11:00 PM,0.608,0.106,241.88,2.4,0,0,0,10.13333333
253,3/4/2008 5:00,4/3/2008,5:00 AM,0.53,0,241.62,2.2,0,0,0,8.833333333
254,3/4/2008 11:00,4/3/2008,11:00 AM,0.39,0.046,240.27,1.8,0,0,0,6.5
255,3/4/2008 17:00,4/3/2008,5:00 PM,2.084,0,237.8,8.8,1,1,17,15.73333333
256,3/4/2008 23:00,4/3/2008,11:00 PM,0.236,0,243.81,1,0,0,0,3.933333333
257,3/5/2008 5:00,5/3/2008,5:00 AM,0.224,0,242.46,1,0,0,0,3.733333333
258,3/5/2008 11:00,5/3/2008,11:00 AM,0.312,0.102,241.44,1.4,0,0,0,5.2
259,3/5/2008 17:00,5/3/2008,5:00 PM,5.378,0.092,238.31,22.8,0,65,18,6.633333333
260,3/5/2008 23:00,5/3/2008,11:00 PM,2.174,0.274,240.24,9,0,0,0,36.23333333
