"","DateTime","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","Power_con"
"58",2008-01-15 11:00:00,"15/1/2008","11:00 AM",3.796,0,240.74,15.6,0,38,17,8.26666666666667
"59",2008-01-15 17:00:00,"15/1/2008","05:00 PM",1.568,0,242.44,6.6,0,0,18,8.13333333333333
"60",2008-01-15 23:00:00,"15/1/2008","11:00 PM",1.682,0.054,242.83,7,0,0,18,10.0333333333333
"61",2008-01-16 05:00:00,"16/1/2008","05:00 AM",0.494,0.102,243.98,2.2,0,0,0,8.23333333333333
"62",2008-01-16 11:00:00,"16/1/2008","11:00 AM",1.6,0.184,237.32,6.8,0,1,17,8.66666666666667
"63",2008-01-16 17:00:00,"16/1/2008","05:00 PM",0.726,0.132,241.34,3.2,0,1,0,11.1
"64",2008-01-16 23:00:00,"16/1/2008","11:00 PM",1.218,0.112,243.28,5,0,0,0,20.3
"65",2008-01-17 05:00:00,"17/1/2008","05:00 AM",0.316,0.052,243.91,1.4,0,0,0,5.26666666666667
"66",2008-01-17 11:00:00,"17/1/2008","11:00 AM",1.348,0.08,237.91,5.6,0,0,18,4.46666666666667
"67",2008-01-17 17:00:00,"17/1/2008","05:00 PM",0.318,0,243.7,1.4,0,0,0,5.3
"68",2008-01-17 23:00:00,"17/1/2008","11:00 PM",0.75,0,243.24,3.2,0,0,0,12.5
"69",2008-01-18 05:00:00,"18/1/2008","05:00 AM",0.39,0,241.14,1.8,0,0,0,6.5
"70",2008-01-18 11:00:00,"18/1/2008","11:00 AM",1.442,0.046,237.86,6,0,0,17,7.03333333333333
"71",2008-01-18 17:00:00,"18/1/2008","05:00 PM",1.498,0.074,239.77,6.2,0,1,18,5.96666666666667
"72",2008-01-18 23:00:00,"18/1/2008","11:00 PM",2.206,0.32,240,9.2,0,2,17,17.7666666666667
"73",2008-01-19 05:00:00,"19/1/2008","05:00 AM",0.31,0.098,243.57,1.2,0,2,0,3.16666666666667
"74",2008-01-19 11:00:00,"19/1/2008","11:00 AM",0.458,0.07,238.83,2,0,0,0,7.63333333333333
"75",2008-01-19 17:00:00,"19/1/2008","05:00 PM",1.458,0.102,238.86,7.8,0,0,0,24.3
"76",2008-01-19 23:00:00,"19/1/2008","11:00 PM",0.422,0.126,238.5,1.8,0,0,0,7.03333333333333
"77",2008-01-20 05:00:00,"20/1/2008","05:00 AM",1.426,0.066,242.47,5.8,0,0,19,4.76666666666667
"78",2008-01-20 11:00:00,"20/1/2008","11:00 AM",1.504,0.184,237.15,6.4,0,0,17,8.06666666666667
"79",2008-01-20 17:00:00,"20/1/2008","05:00 PM",2.174,0.054,239.63,9,0,0,0,36.2333333333333
"80",2008-01-20 23:00:00,"20/1/2008","11:00 PM",0.904,0,240.47,3.8,0,0,0,15.0666666666667
"81",2008-01-21 05:00:00,"21/1/2008","05:00 AM",0.43,0.104,240.76,2,0,0,0,7.16666666666667
"82",2008-01-21 11:00:00,"21/1/2008","11:00 AM",1.55,0.098,234.11,6.6,0,0,17,8.83333333333333
"83",2008-01-21 17:00:00,"21/1/2008","05:00 PM",0.434,0.112,240.73,2,0,0,0,7.23333333333333
"84",2008-01-21 23:00:00,"21/1/2008","11:00 PM",0.35,0,242.46,1.6,0,0,0,5.83333333333333
"85",2008-01-22 05:00:00,"22/1/2008","05:00 AM",0.432,0.096,243.88,1.8,0,0,0,7.2
"86",2008-01-22 11:00:00,"22/1/2008","11:00 AM",0.33,0,243.43,1.4,0,0,0,5.5
"87",2008-01-22 17:00:00,"22/1/2008","05:00 PM",0.376,0,241.22,1.8,0,0,0,6.26666666666667
"88",2008-01-22 23:00:00,"22/1/2008","11:00 PM",0.358,0,243.93,1.6,0,0,0,5.96666666666667
"89",2008-01-23 05:00:00,"23/1/2008","05:00 AM",0.358,0,242.13,1.8,0,0,0,5.96666666666667
"90",2008-01-23 11:00:00,"23/1/2008","11:00 AM",2.356,0.062,240.14,10.2,0,0,18,21.2666666666667
"91",2008-01-23 17:00:00,"23/1/2008","05:00 PM",1.554,0.052,241.41,6.4,1,0,18,6.9
"92",2008-01-23 23:00:00,"23/1/2008","11:00 PM",0.33,0.1,244.98,1.4,0,0,0,5.5
"93",2008-01-24 05:00:00,"24/1/2008","05:00 AM",0.402,0.194,241.38,1.8,0,0,0,6.7
"94",2008-01-24 11:00:00,"24/1/2008","11:00 AM",1.49,0.158,238.43,6.2,0,0,17,7.83333333333333
"95",2008-01-24 17:00:00,"24/1/2008","05:00 PM",0.488,0.094,240.93,2.2,0,0,0,8.13333333333333
"96",2008-01-24 23:00:00,"24/1/2008","11:00 PM",1.348,0.104,245.16,5.6,0,0,0,22.4666666666667
"97",2008-01-25 05:00:00,"25/1/2008","05:00 AM",0.322,0.05,241.97,1.4,0,0,0,5.36666666666667
"98",2008-01-25 11:00:00,"25/1/2008","11:00 AM",1.566,0.068,237.83,6.6,0,0,17,9.1
"99",2008-01-25 17:00:00,"25/1/2008","05:00 PM",1.436,0.046,241.37,6,0,0,18,5.93333333333333
"100",2008-01-25 23:00:00,"25/1/2008","11:00 PM",1.366,0.06,243.26,5.6,0,0,0,22.7666666666667
"101",2008-01-26 05:00:00,"26/1/2008","05:00 AM",0.428,0.092,241.48,1.8,0,0,0,7.13333333333333
"102",2008-01-26 11:00:00,"26/1/2008","11:00 AM",1.404,0.052,236.91,6,0,0,18,5.4
"103",2008-01-26 17:00:00,"26/1/2008","05:00 PM",1.824,0.074,238.21,7.6,0,0,17,13.4
"104",2008-01-26 23:00:00,"26/1/2008","11:00 PM",2.836,0,240.51,11.8,0,0,17,30.2666666666667
"105",2008-01-27 05:00:00,"27/1/2008","05:00 AM",0.43,0.062,243.9,1.8,0,0,0,7.16666666666667
"106",2008-01-27 11:00:00,"27/1/2008","11:00 AM",2.302,0.236,239.71,9.6,0,0,18,20.3666666666667
"107",2008-01-27 17:00:00,"27/1/2008","05:00 PM",3.428,0.046,238.5,14.4,0,36,0,21.1333333333333
"108",2008-01-27 23:00:00,"27/1/2008","11:00 PM",1.086,0.176,242.47,4.6,0,0,0,18.1
"109",2008-01-28 05:00:00,"28/1/2008","05:00 AM",0.346,0,244.43,1.6,0,0,0,5.76666666666667
"110",2008-01-28 11:00:00,"28/1/2008","11:00 AM",2.73,0.06,238.89,11.4,0,0,18,27.5
"111",2008-01-28 17:00:00,"28/1/2008","05:00 PM",0.468,0.18,241.19,2.2,0,1,0,6.8
"112",2008-01-28 23:00:00,"28/1/2008","11:00 PM",2.194,0,242.14,9,0,0,18,18.5666666666667
"113",2008-01-29 05:00:00,"29/1/2008","05:00 AM",0.43,0.106,245.17,1.8,0,0,0,7.16666666666667
"114",2008-01-29 11:00:00,"29/1/2008","11:00 AM",1.52,0.048,238.79,6.4,0,0,18,7.33333333333333
"115",2008-01-29 17:00:00,"29/1/2008","05:00 PM",1.61,0,241.92,6.8,0,0,18,8.83333333333333
"116",2008-01-29 23:00:00,"29/1/2008","11:00 PM",2.122,0.086,243.54,8.8,0,0,0,35.3666666666667
"117",2008-01-30 05:00:00,"30/1/2008","05:00 AM",0.394,0,246,1.8,0,0,0,6.56666666666667
"118",2008-01-30 11:00:00,"30/1/2008","11:00 AM",1.546,0.078,238.85,6.4,0,0,17,8.76666666666667
"119",2008-01-30 17:00:00,"30/1/2008","05:00 PM",0.328,0,242.51,1.4,0,0,0,5.46666666666667
"120",2008-01-30 23:00:00,"30/1/2008","11:00 PM",0.476,0.062,242.43,2,0,0,0,7.93333333333333
"121",2008-01-31 05:00:00,"31/1/2008","05:00 AM",0.408,0.09,243.05,1.8,0,1,0,5.8
"122",2008-01-31 11:00:00,"31/1/2008","11:00 AM",0.394,0.05,243.32,2,0,0,0,6.56666666666667
"123",2008-01-31 17:00:00,"31/1/2008","05:00 PM",0.386,0,242.68,1.8,0,0,0,6.43333333333333
"124",2008-01-31 23:00:00,"31/1/2008","11:00 PM",4.008,0.346,239.44,16.8,0,1,18,47.8
"125",2008-02-01 05:00:00,"1/2/2008","05:00 AM",0.422,0.094,240.13,1.8,0,0,0,7.03333333333333
"126",2008-02-01 11:00:00,"1/2/2008","11:00 AM",0.476,0.184,237.61,2.2,0,0,0,7.93333333333333
"127",2008-02-01 17:00:00,"1/2/2008","05:00 PM",1.58,0,243.08,6.4,0,0,18,8.33333333333333
"128",2008-02-01 23:00:00,"1/2/2008","11:00 PM",1.048,0,243.53,4.2,0,0,0,17.4666666666667
"129",2008-02-02 05:00:00,"2/2/2008","05:00 AM",0.342,0.108,244.71,1.4,0,0,0,5.7
"130",2008-02-02 11:00:00,"2/2/2008","11:00 AM",1.296,0.056,238.68,5.4,0,0,18,3.6
"131",2008-02-02 17:00:00,"2/2/2008","05:00 PM",2.144,0.59,237.48,9.4,3,1,17,14.7333333333333
"132",2008-02-02 23:00:00,"2/2/2008","11:00 PM",3.544,0,239.33,14.8,0,0,18,41.0666666666667
"133",2008-02-03 05:00:00,"3/2/2008","05:00 AM",0.228,0,243.14,1,0,0,0,3.8
"134",2008-02-03 11:00:00,"3/2/2008","11:00 AM",1.546,0.07,237.56,6.6,0,2,17,6.76666666666667
"135",2008-02-03 17:00:00,"3/2/2008","05:00 PM",0.25,0,240.62,1,0,1,0,3.16666666666667
"136",2008-02-03 23:00:00,"3/2/2008","11:00 PM",0.484,0.354,246.39,2.4,0,1,0,7.06666666666667
"137",2008-02-04 05:00:00,"4/2/2008","05:00 AM",0.224,0,243.75,1,0,0,0,3.73333333333333
"138",2008-02-04 11:00:00,"4/2/2008","11:00 AM",1.458,0.052,238.77,6.2,0,0,18,6.3
"139",2008-02-04 17:00:00,"4/2/2008","05:00 PM",0.216,0,240.66,0.8,0,0,0,3.6
"140",2008-02-04 23:00:00,"4/2/2008","11:00 PM",0.364,0.092,242.86,1.4,0,0,0,6.06666666666667
"141",2008-02-05 05:00:00,"5/2/2008","05:00 AM",0.302,0.062,242.5,1.2,0,0,0,5.03333333333333
"142",2008-02-05 11:00:00,"5/2/2008","11:00 AM",0.4,0.23,241.1,1.8,0,1,0,5.66666666666667
"143",2008-02-05 17:00:00,"5/2/2008","05:00 PM",1.818,0.19,239.91,7.6,0,2,17,11.3
"144",2008-02-05 23:00:00,"5/2/2008","11:00 PM",0.384,0.146,247.3,1.8,0,1,0,5.4
"145",2008-02-06 05:00:00,"6/2/2008","05:00 AM",0.302,0.07,242.18,1.2,0,0,0,5.03333333333333
"146",2008-02-06 11:00:00,"6/2/2008","11:00 AM",1.428,0,229.15,6.2,0,0,16,7.8
"147",2008-02-06 17:00:00,"6/2/2008","05:00 PM",1.416,0.126,242.03,5.8,0,0,18,5.6
"148",2008-02-06 23:00:00,"6/2/2008","11:00 PM",1.312,0,242,5.4,0,0,18,3.86666666666667
"149",2008-02-07 05:00:00,"7/2/2008","05:00 AM",0.23,0,242.99,1,0,0,0,3.83333333333333
"150",2008-02-07 11:00:00,"7/2/2008","11:00 AM",1.272,0.046,239.14,5.2,0,0,17,4.2
"151",2008-02-07 17:00:00,"7/2/2008","05:00 PM",0.3,0.086,241.22,1.2,0,2,0,3
"152",2008-02-07 23:00:00,"7/2/2008","11:00 PM",1.02,0,243.31,4.2,0,0,0,17
"153",2008-02-08 05:00:00,"8/2/2008","05:00 AM",1.358,0,240.4,5.6,0,0,18,4.63333333333333
"154",2008-02-08 11:00:00,"8/2/2008","11:00 AM",1.554,0.046,240.18,6.6,0,0,18,7.9
"155",2008-02-08 17:00:00,"8/2/2008","05:00 PM",0.4,0,240.9,1.8,0,0,0,6.66666666666667
"156",2008-02-08 23:00:00,"8/2/2008","11:00 PM",2.25,0.184,240.97,9.4,0,0,0,37.5
"157",2008-02-09 05:00:00,"9/2/2008","05:00 AM",0.274,0,242.87,1.2,0,0,0,4.56666666666667
"158",2008-02-09 11:00:00,"9/2/2008","11:00 AM",1.932,0.064,237.36,8.2,0,0,18,14.2
"159",2008-02-09 17:00:00,"9/2/2008","05:00 PM",0.422,0.046,241.94,2,0,0,0,7.03333333333333
"160",2008-02-09 23:00:00,"9/2/2008","11:00 PM",0.49,0.152,242.01,2.2,1,0,0,7.16666666666667
"161",2008-02-10 05:00:00,"10/2/2008","05:00 AM",1.412,0.072,241.73,5.8,0,0,18,5.53333333333333
"162",2008-02-10 11:00:00,"10/2/2008","11:00 AM",0.542,0.072,243.73,2.2,0,2,0,7.03333333333333
"163",2008-02-10 17:00:00,"10/2/2008","05:00 PM",0.818,0,241.7,3.4,0,0,0,13.6333333333333
"164",2008-02-10 23:00:00,"10/2/2008","11:00 PM",1.394,0,241.25,5.8,0,0,18,5.23333333333334
"165",2008-02-11 05:00:00,"11/2/2008","05:00 AM",0.312,0.068,244.14,1.2,0,0,0,5.2
"166",2008-02-11 11:00:00,"11/2/2008","11:00 AM",1.378,0.082,241.42,5.6,0,2,18,2.96666666666667
"167",2008-02-11 17:00:00,"11/2/2008","05:00 PM",0.226,0,243.46,1,0,0,0,3.76666666666667
"168",2008-02-11 23:00:00,"11/2/2008","11:00 PM",0.216,0,240.47,0.8,0,0,0,3.6
"169",2008-02-12 05:00:00,"12/2/2008","05:00 AM",0.224,0,243.56,1,0,0,0,3.73333333333333
"170",2008-02-12 11:00:00,"12/2/2008","11:00 AM",1.792,0.054,233.58,7.6,0,0,16,13.8666666666667
"171",2008-02-12 17:00:00,"12/2/2008","05:00 PM",1.378,0.06,238.18,5.8,0,0,18,4.96666666666667
"172",2008-02-12 23:00:00,"12/2/2008","11:00 PM",0.702,0,243.78,2.8,0,0,0,11.7
"173",2008-02-13 05:00:00,"13/2/2008","05:00 AM",1.394,0.06,242.85,5.6,0,0,18,5.23333333333334
"174",2008-02-13 11:00:00,"13/2/2008","11:00 AM",3.534,0.046,236.75,14.8,38,0,17,3.9
"175",2008-02-13 17:00:00,"13/2/2008","05:00 PM",1.384,0.268,241.93,5.8,0,19,0,4.06666666666667
"176",2008-02-13 23:00:00,"13/2/2008","11:00 PM",0.704,0.15,242.7,2.8,0,0,0,11.7333333333333
"177",2008-02-14 05:00:00,"14/2/2008","05:00 AM",0.248,0,241.51,1,0,0,0,4.13333333333333
"178",2008-02-14 11:00:00,"14/2/2008","11:00 AM",1.288,0,238.59,5.4,0,0,18,3.46666666666667
"179",2008-02-14 17:00:00,"14/2/2008","05:00 PM",0.29,0.088,242.15,1.2,0,1,0,3.83333333333333
"180",2008-02-14 23:00:00,"14/2/2008","11:00 PM",0.472,0.05,243.22,1.8,0,0,0,7.86666666666667
"181",2008-02-15 05:00:00,"15/2/2008","05:00 AM",0.214,0,243.59,0.8,0,0,0,3.56666666666667
"182",2008-02-15 11:00:00,"15/2/2008","11:00 AM",1.346,0.054,238.95,5.6,0,0,17,5.43333333333333
"183",2008-02-15 17:00:00,"15/2/2008","05:00 PM",1.326,0,242.92,5.4,0,0,18,4.1
"184",2008-02-15 23:00:00,"15/2/2008","11:00 PM",0.834,0,242.54,3.4,0,0,0,13.9
"185",2008-02-16 05:00:00,"16/2/2008","05:00 AM",1.334,0,240.89,5.4,0,0,17,5.23333333333333
"186",2008-02-16 11:00:00,"16/2/2008","11:00 AM",1.288,0.064,237.87,5.4,0,0,17,4.46666666666667
"187",2008-02-16 17:00:00,"16/2/2008","05:00 PM",0.912,0.068,238.85,3.8,0,0,0,15.2
"188",2008-02-16 23:00:00,"16/2/2008","11:00 PM",3.348,0,239.65,14,0,0,18,37.8
"189",2008-02-17 05:00:00,"17/2/2008","05:00 AM",0.314,0.09,247.74,1.2,0,1,0,4.23333333333333
"190",2008-02-17 11:00:00,"17/2/2008","11:00 AM",1.52,0.052,243.97,6.2,1,0,19,5.33333333333333
"191",2008-02-17 17:00:00,"17/2/2008","05:00 PM",0.378,0.052,244.78,1.8,0,0,0,6.3
"192",2008-02-17 23:00:00,"17/2/2008","11:00 PM",0.466,0,243.24,2,0,0,0,7.76666666666667
"193",2008-02-18 05:00:00,"18/2/2008","05:00 AM",0.33,0.098,244.21,1.6,0,0,0,5.5
"194",2008-02-18 11:00:00,"18/2/2008","11:00 AM",1.382,0.092,239.14,5.8,0,0,17,6.03333333333334
"195",2008-02-18 17:00:00,"18/2/2008","05:00 PM",0.3,0.106,244.33,1.2,0,2,0,3
"196",2008-02-18 23:00:00,"18/2/2008","11:00 PM",0.298,0,242.14,1.2,0,0,0,4.96666666666667
"197",2008-02-19 05:00:00,"19/2/2008","05:00 AM",1.308,0,239.72,5.4,0,0,18,3.8
"198",2008-02-19 11:00:00,"19/2/2008","11:00 AM",4.394,0.278,235.38,19,37,1,17,18.2333333333333
"199",2008-02-19 17:00:00,"19/2/2008","05:00 PM",1.058,0.094,240.84,4.4,0,1,0,16.6333333333333
"200",2008-02-19 23:00:00,"19/2/2008","11:00 PM",0.33,0.098,244.47,1.4,0,0,0,5.5
"201",2008-02-20 05:00:00,"20/2/2008","05:00 AM",0.308,0.078,241.91,1.2,0,1,0,4.13333333333333
"202",2008-02-20 11:00:00,"20/2/2008","11:00 AM",1.432,0.058,239.76,5.8,0,0,18,5.86666666666667
"203",2008-02-20 17:00:00,"20/2/2008","05:00 PM",2.566,0.132,240.91,10.6,0,37,0,5.76666666666667
"204",2008-02-20 23:00:00,"20/2/2008","11:00 PM",1.528,0.112,243.39,6.2,1,0,18,6.46666666666667
"205",2008-02-21 05:00:00,"21/2/2008","05:00 AM",0.324,0.112,243.08,1.4,0,0,0,5.4
"206",2008-02-21 11:00:00,"21/2/2008","11:00 AM",1.336,0.078,236.45,5.6,0,0,17,5.26666666666667
"207",2008-02-21 17:00:00,"21/2/2008","05:00 PM",0.234,0,242.77,1,0,0,0,3.9
"208",2008-02-21 23:00:00,"21/2/2008","11:00 PM",0.994,0,243.77,4,0,0,0,16.5666666666667
"209",2008-02-22 05:00:00,"22/2/2008","05:00 AM",0.224,0,241.36,1,0,0,0,3.73333333333333
"210",2008-02-22 11:00:00,"22/2/2008","11:00 AM",1.454,0.05,240.45,6,0,0,17,7.23333333333333
"211",2008-02-22 17:00:00,"22/2/2008","05:00 PM",0.28,0,241.15,1.2,0,0,0,4.66666666666667
"212",2008-02-22 23:00:00,"22/2/2008","11:00 PM",0.332,0.096,243.24,1.4,0,0,0,5.53333333333333
"213",2008-02-23 05:00:00,"23/2/2008","05:00 AM",1.464,0.2,240.3,6,0,2,18,4.4
"214",2008-02-23 11:00:00,"23/2/2008","11:00 AM",2.708,0.172,235.96,11.4,0,39,0,6.13333333333333
"215",2008-02-23 17:00:00,"23/2/2008","05:00 PM",2.862,0.272,236.91,12,0,1,18,28.7
"216",2008-02-23 23:00:00,"23/2/2008","11:00 PM",1.696,0.12,239.58,7,0,1,17,10.2666666666667
"217",2008-02-24 05:00:00,"24/2/2008","05:00 AM",1.392,0.084,241.47,5.8,0,1,18,4.2
"218",2008-02-24 11:00:00,"24/2/2008","11:00 AM",0.212,0,240.44,0.8,0,0,0,3.53333333333333
"219",2008-02-24 17:00:00,"24/2/2008","05:00 PM",0.212,0,240.27,0.8,0,0,0,3.53333333333333
"220",2008-02-24 23:00:00,"24/2/2008","11:00 PM",0.21,0,238.81,0.8,0,0,0,3.5
"221",2008-02-25 05:00:00,"25/2/2008","05:00 AM",0.21,0,238.19,0.8,0,0,0,3.5
"222",2008-02-25 11:00:00,"25/2/2008","11:00 AM",0.308,0.096,236.91,1.4,0,0,0,5.13333333333333
"223",2008-02-25 17:00:00,"25/2/2008","05:00 PM",0.214,0,241.44,0.8,0,0,0,3.56666666666667
"224",2008-02-25 23:00:00,"25/2/2008","11:00 PM",0.216,0,241.91,0.8,0,0,0,3.6
"225",2008-02-26 05:00:00,"26/2/2008","05:00 AM",0.326,0.086,241.9,1.4,0,0,0,5.43333333333333
"226",2008-02-26 11:00:00,"26/2/2008","11:00 AM",0.216,0,238.44,0.8,0,0,0,3.6
"227",2008-02-26 17:00:00,"26/2/2008","05:00 PM",0.318,0.106,240.52,1.4,0,0,0,5.3
"228",2008-02-26 23:00:00,"26/2/2008","11:00 PM",0.212,0,240.36,0.8,0,0,0,3.53333333333333
"229",2008-02-27 05:00:00,"27/2/2008","05:00 AM",0.32,0.104,239.5,1.4,0,0,0,5.33333333333333
"230",2008-02-27 11:00:00,"27/2/2008","11:00 AM",0.288,0.086,236.6,1.2,0,1,0,3.8
"231",2008-02-27 17:00:00,"27/2/2008","05:00 PM",0.286,0.074,239.19,1.2,0,0,0,4.76666666666667
"232",2008-02-27 23:00:00,"27/2/2008","11:00 PM",0.29,0.084,242.01,1.2,0,0,0,4.83333333333333
"233",2008-02-28 05:00:00,"28/2/2008","05:00 AM",0.252,0,239.87,1.2,0,0,0,4.2
"234",2008-02-28 11:00:00,"28/2/2008","11:00 AM",0.21,0,238.05,0.8,0,0,0,3.5
"235",2008-02-28 17:00:00,"28/2/2008","05:00 PM",0.214,0,240.96,0.8,0,0,0,3.56666666666667
"236",2008-02-28 23:00:00,"28/2/2008","11:00 PM",0.216,0,242.15,0.8,0,0,0,3.6
