Date,Time,Random,Seasonal,Trend
16/2/2008,11:00 AM,NA,-0.808568292,NA
16/2/2008,5:00 PM,NA,-0.809937218,NA
16/2/2008,11:00 PM,NA,-0.81062168,NA
17/2/2008,5:00 AM,NA,-0.811306143,NA
17/2/2008,11:00 AM,NA,-0.811306143,NA
17/2/2008,5:00 PM,NA,-0.811306143,NA
17/2/2008,11:00 PM,NA,-0.811306143,NA
18/2/2008,5:00 AM,NA,-0.811306143,NA
18/2/2008,11:00 AM,NA,-0.811990606,NA
18/2/2008,5:00 PM,NA,-0.812675069,NA
18/2/2008,11:00 PM,NA,-0.813359531,NA
19/2/2008,5:00 AM,NA,-0.814043994,NA
19/2/2008,11:00 AM,NA,-0.815412919,NA
19/2/2008,5:00 PM,NA,-0.816781845,NA
19/2/2008,11:00 PM,NA,1.182533693,NA
20/2/2008,5:00 AM,NA,0.182533693,NA
20/2/2008,11:00 AM,NA,0.18184923,NA
20/2/2008,5:00 PM,NA,-0.81815077,NA
20/2/2008,11:00 PM,NA,-0.81815077,NA
21/2/2008,5:00 AM,NA,-0.81815077,NA
21/2/2008,11:00 AM,NA,-0.81815077,NA
21/2/2008,5:00 PM,NA,-0.81815077,NA
21/2/2008,11:00 PM,NA,-0.818835233,NA
22/2/2008,5:00 AM,NA,-0.818835233,NA
22/2/2008,11:00 AM,NA,-0.818835233,NA
22/2/2008,5:00 PM,NA,-0.819519696,NA
22/2/2008,11:00 PM,NA,-0.819519696,NA
23/2/2008,5:00 AM,NA,-0.819519696,NA
23/2/2008,11:00 AM,NA,71.18116477,NA
23/2/2008,5:00 PM,NA,2.180480304,NA
23/2/2008,11:00 PM,NA,1.181164767,NA
24/2/2008,5:00 AM,NA,-0.819519696,NA
24/2/2008,11:00 AM,NA,-0.819519696,NA
24/2/2008,5:00 PM,NA,1.179795842,NA
24/2/2008,11:00 PM,NA,0.179111379,NA
25/2/2008,5:00 AM,NA,1.179111379,NA
25/2/2008,11:00 AM,NA,-0.821573084,NA
25/2/2008,5:00 PM,NA,-0.821573084,NA
25/2/2008,11:00 PM,NA,-0.822257546,NA
26/2/2008,5:00 AM,NA,-0.822257546,NA
26/2/2008,11:00 AM,NA,-0.822257546,NA
26/2/2008,5:00 PM,NA,1.178426916,NA
26/2/2008,11:00 PM,NA,-0.820888621,NA
27/2/2008,5:00 AM,NA,-0.821573084,NA
27/2/2008,11:00 AM,NA,-0.821573084,NA
27/2/2008,5:00 PM,NA,-0.822257546,NA
27/2/2008,11:00 PM,NA,-0.822257546,NA
28/2/2008,5:00 AM,NA,0.177057991,NA
28/2/2008,11:00 AM,NA,-0.822942009,NA
28/2/2008,5:00 PM,NA,-0.822942009,NA
28/2/2008,11:00 PM,NA,-0.823626472,NA
29/2/2008,5:00 AM,NA,-0.823626472,NA
29/2/2008,11:00 AM,NA,74.17637353,NA
29/2/2008,5:00 PM,NA,0.175689066,NA
29/2/2008,11:00 PM,NA,-0.824310934,NA
1/3/2008,5:00 AM,NA,30.1750046,NA
1/3/2008,11:00 AM,NA,-0.824995397,NA
1/3/2008,5:00 PM,NA,-0.824995397,NA
1/3/2008,11:00 PM,NA,-0.82567986,NA
2/3/2008,5:00 AM,NA,-0.822257546,NA
2/3/2008,11:00 AM,NA,-0.822257546,NA
2/3/2008,5:00 PM,NA,-0.822257546,NA
2/3/2008,11:00 PM,NA,1.176373528,NA
3/3/2008,5:00 AM,NA,-0.822942009,NA
3/3/2008,11:00 AM,NA,-0.822942009,NA
3/3/2008,5:00 PM,NA,0.177742454,NA
3/3/2008,11:00 PM,NA,-0.822257546,NA
4/3/2008,5:00 AM,NA,-0.822257546,NA
4/3/2008,11:00 AM,NA,0.176373528,NA
4/3/2008,5:00 PM,NA,1.176373528,NA
4/3/2008,11:00 PM,NA,-0.813359531,NA
5/3/2008,5:00 AM,NA,-0.814043994,NA
5/3/2008,11:00 AM,NA,-0.814043994,NA
5/3/2008,5:00 PM,NA,-0.814728457,NA
5/3/2008,11:00 PM,NA,-0.814728457,NA
6/3/2008,5:00 AM,NA,-0.813359531,NA
6/3/2008,11:00 AM,NA,-0.811990606,NA
6/3/2008,5:00 PM,NA,1.188009394,NA
6/3/2008,11:00 PM,NA,-0.812675069,NA
7/3/2008,5:00 AM,NA,-0.812675069,NA
7/3/2008,11:00 AM,NA,-0.813359531,NA
7/3/2008,5:00 PM,NA,0.186640469,NA
7/3/2008,11:00 PM,NA,-0.814728457,NA
8/3/2008,5:00 AM,NA,-0.815412919,NA
8/3/2008,11:00 AM,NA,74.18390262,NA
8/3/2008,5:00 PM,NA,-0.816097382,NA
8/3/2008,11:00 PM,NA,-0.816781845,NA
9/3/2008,6:00 AM,NA,-0.816781845,NA
9/3/2008,12:00 PM,NA,1.183218155,NA
9/3/2008,6:00 PM,NA,-0.816781845,NA
10/3/2008,12:00 AM,NA,-0.816781845,NA
10/3/2008,6:00 AM,NA,0.182533693,NA
10/3/2008,12:00 PM,NA,-0.817466307,NA
10/3/2008,6:00 PM,NA,-0.816097382,NA
11/3/2008,12:00 AM,NA,-0.816781845,NA
11/3/2008,6:00 AM,NA,0.183218155,NA
11/3/2008,12:00 PM,NA,33.18253369,NA
11/3/2008,6:00 PM,NA,-0.816097382,NA
12/3/2008,12:00 AM,NA,1.183902618,NA
12/3/2008,6:00 AM,NA,-0.817466307,NA
12/3/2008,12:00 PM,NA,0.182533693,NA
12/3/2008,6:00 PM,NA,-0.81815077,NA
13/3/2008,12:00 AM,NA,1.18184923,NA
13/3/2008,6:00 AM,NA,-0.819519696,NA
13/3/2008,12:00 PM,NA,-0.81815077,NA
13/3/2008,6:00 PM,NA,-0.81815077,NA
14/3/2008,12:00 AM,NA,-0.81815077,NA
14/3/2008,6:00 AM,NA,0.18184923,NA
14/3/2008,12:00 PM,NA,-0.81815077,NA
14/3/2008,6:00 PM,NA,0.18184923,NA
15/3/2008,12:00 AM,NA,-0.818835233,NA
15/3/2008,6:00 AM,NA,-0.81815077,NA
15/3/2008,12:00 PM,NA,-0.817466307,NA
15/3/2008,6:00 PM,NA,-0.817466307,NA
16/3/2008,12:00 AM,NA,-0.817466307,NA
16/3/2008,6:00 AM,NA,-0.816781845,NA
16/3/2008,12:00 PM,NA,-0.816781845,NA
16/3/2008,6:00 PM,NA,-0.816781845,NA
17/3/2008,12:00 AM,NA,-0.817466307,NA
17/3/2008,6:00 AM,NA,0.182533693,NA
17/3/2008,12:00 PM,NA,-0.81815077,NA
17/3/2008,6:00 PM,NA,-0.81815077,NA
18/3/2008,12:00 AM,NA,-0.818835233,NA
18/3/2008,6:00 AM,NA,-0.818835233,NA
18/3/2008,12:00 PM,NA,-0.833893412,NA
18/3/2008,6:00 PM,NA,-0.833893412,NA
19/3/2008,12:00 AM,NA,-0.833208949,NA
19/3/2008,6:00 AM,NA,-0.834577875,NA
19/3/2008,12:00 PM,NA,0.164737662,NA
19/3/2008,6:00 PM,NA,-0.835262338,NA
20/3/2008,12:00 AM,NA,1.163368737,NA
20/3/2008,6:00 AM,NA,-0.836631263,NA
20/3/2008,12:00 PM,NA,0.162684274,NA
20/3/2008,6:00 PM,NA,-0.837315726,NA
21/3/2008,12:00 AM,NA,-0.838000188,NA
21/3/2008,6:00 AM,NA,0.161999812,NA
21/3/2008,12:00 PM,NA,-0.838684651,NA
21/3/2008,6:00 PM,NA,-0.837315726,NA
22/3/2008,12:00 AM,NA,-0.837315726,NA
22/3/2008,6:00 AM,NA,-0.8359468,NA
22/3/2008,12:00 PM,NA,-0.8359468,NA
22/3/2008,6:00 PM,NA,-0.836631263,NA
23/3/2008,12:00 AM,NA,-0.836631263,NA
23/3/2008,6:00 AM,NA,-0.837315726,NA
23/3/2008,12:00 PM,NA,-0.836631263,NA
23/3/2008,6:00 PM,NA,-0.835262338,NA
24/3/2008,12:00 AM,NA,0.164737662,NA
24/3/2008,6:00 AM,NA,-0.835262338,NA
24/3/2008,12:00 PM,NA,-0.836631263,NA
24/3/2008,6:00 PM,NA,-0.836631263,NA
25/3/2008,12:00 AM,NA,-0.836631263,NA
25/3/2008,6:00 AM,NA,0.163368737,NA
25/3/2008,12:00 PM,NA,-0.837315726,NA
25/3/2008,6:00 PM,NA,-0.837315726,NA
26/3/2008,12:00 AM,NA,-0.837315726,NA
26/3/2008,6:00 AM,NA,0.1640532,NA
26/3/2008,12:00 PM,NA,-0.835262338,NA
26/3/2008,6:00 PM,NA,0.166106588,NA
27/3/2008,12:00 AM,NA,0.167475513,NA
27/3/2008,6:00 AM,NA,0.166791051,NA
27/3/2008,12:00 PM,NA,1.166791051,NA
27/3/2008,6:00 PM,NA,-0.834577875,NA
28/3/2008,12:00 AM,NA,0.165422125,NA
28/3/2008,6:00 AM,NA,-0.835262338,NA
28/3/2008,12:00 PM,NA,-0.835262338,NA
28/3/2008,6:00 PM,NA,-0.8359468,NA
29/3/2008,12:00 AM,NA,-0.81062168,NA
29/3/2008,6:00 AM,NA,-0.811990606,NA
29/3/2008,12:00 PM,NA,0.188009394,NA
29/3/2008,6:00 PM,NA,0.18937832,NA
30/3/2008,12:00 AM,NA,-0.809937218,NA
30/3/2008,6:00 AM,NA,-0.809937218,NA
30/3/2008,12:00 PM,NA,0.190062782,NA
30/3/2008,6:00 PM,NA,-0.809937218,NA
31/3/2008,12:00 AM,NA,-0.809937218,NA
31/3/2008,6:00 AM,NA,0.190062782,NA
31/3/2008,12:00 PM,NA,-0.809937218,NA
31/3/2008,6:00 PM,NA,-0.811306143,NA
1/4/2008,12:00 AM,NA,-0.811306143,NA
1/4/2008,6:00 AM,NA,-0.811990606,NA
1/4/2008,12:00 PM,NA,0.188009394,NA
1/4/2008,6:00 PM,NA,-0.813359531,NA
2/4/2008,12:00 AM,NA,1.186640469,NA
2/4/2008,6:00 AM,NA,-0.793510113,NA
2/4/2008,12:00 PM,NA,0.206489887,NA
2/4/2008,6:00 PM,NA,-0.794194576,NA
3/4/2008,12:00 AM,NA,-0.794194576,NA
3/4/2008,6:00 AM,NA,-0.794194576,NA
3/4/2008,12:00 PM,NA,-0.794194576,NA
3/4/2008,6:00 PM,NA,-0.794194576,NA
4/4/2008,12:00 AM,NA,-0.795563501,NA
4/4/2008,6:00 AM,NA,0.204436499,NA
4/4/2008,12:00 PM,NA,0.203752036,NA
4/4/2008,6:00 PM,NA,-0.796247964,NA
5/4/2008,12:00 AM,NA,-0.796247964,NA
5/4/2008,6:00 AM,NA,-0.796247964,NA
5/4/2008,12:00 PM,NA,-0.811306143,NA
5/4/2008,6:00 PM,NA,0.188693857,NA
6/4/2008,12:00 AM,NA,-0.81062168,NA
6/4/2008,6:00 AM,NA,-0.809937218,NA
6/4/2008,12:00 PM,NA,-0.811306143,NA
6/4/2008,6:00 PM,NA,-0.811306143,NA
7/4/2008,12:00 AM,NA,-0.811990606,NA
7/4/2008,6:00 AM,NA,-0.811990606,NA
7/4/2008,12:00 PM,NA,-0.811306143,NA
7/4/2008,6:00 PM,NA,0.188009394,NA
8/4/2008,12:00 AM,NA,-0.811306143,NA
8/4/2008,6:00 AM,NA,0.188009394,NA
8/4/2008,12:00 PM,NA,-0.81062168,NA
8/4/2008,6:00 PM,NA,0.18937832,NA
9/4/2008,12:00 AM,NA,-0.811990606,NA
9/4/2008,6:00 AM,NA,-0.812675069,NA
9/4/2008,12:00 PM,NA,0.188009394,NA
9/4/2008,6:00 PM,NA,-0.811990606,NA
10/4/2008,12:00 AM,NA,-0.809937218,NA
10/4/2008,6:00 AM,NA,-0.809937218,NA
10/4/2008,12:00 PM,NA,1.191431708,NA
10/4/2008,6:00 PM,NA,1.190062782,NA
11/4/2008,12:00 AM,NA,-0.809937218,NA
11/4/2008,6:00 AM,NA,-0.809937218,NA
11/4/2008,12:00 PM,NA,0.190062782,NA
11/4/2008,6:00 PM,NA,1.190747245,NA
12/4/2008,12:00 AM,NA,-0.809937218,NA
12/4/2008,6:00 AM,NA,0.18937832,NA
12/4/2008,12:00 PM,NA,-0.81062168,NA
12/4/2008,6:00 PM,NA,0.18937832,NA
13/4/2008,12:00 AM,NA,-0.809937218,NA
13/4/2008,6:00 AM,NA,-0.809252755,NA
13/4/2008,12:00 PM,NA,0.190062782,NA
13/4/2008,6:00 PM,NA,0.190062782,NA
14/4/2008,12:00 AM,NA,0.191431708,NA
14/4/2008,6:00 AM,NA,-0.808568292,NA
14/4/2008,12:00 PM,NA,-0.808568292,NA
14/4/2008,6:00 PM,NA,-0.809252755,NA
15/4/2008,12:00 AM,NA,-0.809252755,NA
15/4/2008,6:00 AM,NA,0.190747245,NA
15/4/2008,12:00 PM,NA,-0.809252755,NA
15/4/2008,6:00 PM,NA,-0.808568292,NA
16/4/2008,12:00 AM,NA,-0.808568292,NA
16/4/2008,6:00 AM,NA,-0.79282565,NA
16/4/2008,12:00 PM,NA,1.207858812,NA
16/4/2008,6:00 PM,NA,-0.793510113,NA
17/4/2008,12:00 AM,NA,-0.793510113,NA
17/4/2008,6:00 AM,NA,-0.793510113,NA
17/4/2008,12:00 PM,NA,-0.793510113,NA
17/4/2008,6:00 PM,NA,24.20648989,NA
18/4/2008,12:00 AM,NA,-0.793510113,NA
18/4/2008,6:00 AM,NA,-0.792141188,NA
18/4/2008,12:00 PM,NA,-0.792141188,NA
18/4/2008,6:00 PM,NA,0.20717435,NA
19/4/2008,12:00 AM,NA,-0.79282565,NA
19/4/2008,6:00 AM,NA,-0.794194576,NA
19/4/2008,12:00 PM,NA,-0.809252755,NA
19/4/2008,6:00 PM,NA,1.190747245,NA
20/4/2008,12:00 AM,NA,-0.809937218,NA
20/4/2008,6:00 AM,NA,-0.809252755,NA
20/4/2008,12:00 PM,NA,-0.809937218,NA
20/4/2008,6:00 PM,NA,-0.809937218,NA
21/4/2008,12:00 AM,NA,0.18937832,NA
21/4/2008,6:00 AM,NA,-0.81062168,NA
21/4/2008,12:00 PM,NA,-0.81062168,NA
21/4/2008,6:00 PM,NA,-0.81062168,NA
22/4/2008,12:00 AM,NA,-0.81062168,NA
22/4/2008,6:00 AM,NA,1.188693857,NA
22/4/2008,12:00 PM,NA,0.188693857,NA
22/4/2008,6:00 PM,NA,-0.812675069,NA
23/4/2008,12:00 AM,NA,-0.812675069,NA
23/4/2008,6:00 AM,NA,-0.817466307,NA
23/4/2008,12:00 PM,NA,-0.818835233,NA
23/4/2008,6:00 PM,NA,0.181164767,NA
24/4/2008,12:00 AM,NA,-0.819519696,NA
24/4/2008,6:00 AM,NA,-0.819519696,NA
24/4/2008,12:00 PM,NA,-0.819519696,NA
24/4/2008,6:00 PM,NA,-0.819519696,NA
25/4/2008,12:00 AM,NA,-0.819519696,NA
25/4/2008,6:00 AM,NA,3.180480304,NA
25/4/2008,12:00 PM,NA,0.180480304,NA
25/4/2008,6:00 PM,NA,1.180480304,NA
26/4/2008,12:00 AM,NA,-0.819519696,NA
26/4/2008,6:00 AM,NA,-0.820888621,NA
26/4/2008,12:00 PM,NA,-0.820888621,NA
26/4/2008,6:00 PM,NA,-0.821573084,NA
27/4/2008,12:00 AM,NA,0.178426916,NA
27/4/2008,6:00 AM,NA,-0.823626472,NA
27/4/2008,12:00 PM,NA,-0.823626472,NA
27/4/2008,6:00 PM,NA,-0.823626472,NA
28/4/2008,12:00 AM,NA,-0.824995397,NA
28/4/2008,6:00 AM,NA,-0.824995397,NA
28/4/2008,12:00 PM,NA,-0.82567986,NA
28/4/2008,6:00 PM,NA,-0.82567986,NA
29/4/2008,12:00 AM,NA,0.175689066,NA
29/4/2008,6:00 AM,NA,-0.823626472,NA
29/4/2008,12:00 PM,NA,-0.823626472,NA
29/4/2008,6:00 PM,NA,-0.823626472,NA
30/4/2008,12:00 AM,NA,-0.823626472,NA
30/4/2008,6:00 AM,NA,1.177057991,NA
30/4/2008,12:00 PM,NA,-0.822942009,NA
30/4/2008,6:00 PM,NA,-0.822942009,NA
1/5/2008,12:00 AM,NA,-0.822257546,NA
1/5/2008,6:00 AM,NA,38.17774245,NA
1/5/2008,12:00 PM,NA,-0.822257546,NA
1/5/2008,6:00 PM,NA,-0.822257546,NA
2/5/2008,12:00 AM,NA,-0.822257546,NA
2/5/2008,6:00 AM,NA,-0.822942009,NA
2/5/2008,12:00 PM,NA,0.177057991,NA
2/5/2008,6:00 PM,NA,0.176373528,NA
3/5/2008,12:00 AM,NA,-0.822942009,NA
3/5/2008,6:00 AM,NA,-0.822942009,NA
3/5/2008,12:00 PM,NA,-0.823626472,NA
3/5/2008,6:00 PM,NA,-0.823626472,NA
4/5/2008,12:00 AM,NA,-0.823626472,NA
4/5/2008,6:00 AM,NA,-0.822257546,NA
4/5/2008,12:00 PM,NA,0.177742454,NA
4/5/2008,6:00 PM,NA,-0.822942009,NA
5/5/2008,12:00 AM,NA,-0.822942009,NA
5/5/2008,6:00 AM,NA,-0.822257546,NA
5/5/2008,12:00 PM,NA,0.177742454,NA
5/5/2008,6:00 PM,NA,-0.822257546,NA
6/5/2008,12:00 AM,NA,-0.822257546,NA
6/5/2008,6:00 AM,NA,-0.822257546,NA
6/5/2008,12:00 PM,NA,-0.823626472,NA
6/5/2008,6:00 PM,NA,-0.823626472,NA
7/5/2008,12:00 AM,NA,-0.823626472,NA
7/5/2008,6:00 AM,NA,-0.823626472,NA
7/5/2008,12:00 PM,NA,1.176373528,NA
7/5/2008,6:00 PM,NA,-0.823626472,NA
8/5/2008,12:00 AM,NA,-0.823626472,NA
8/5/2008,6:00 AM,NA,-0.823626472,NA
8/5/2008,12:00 PM,NA,-0.822942009,NA
8/5/2008,6:00 PM,NA,-0.822942009,NA
9/5/2008,12:00 AM,NA,-0.822942009,NA
9/5/2008,6:00 AM,NA,-0.823626472,NA
9/5/2008,12:00 PM,NA,0.177057991,NA
9/5/2008,6:00 PM,NA,1.177057991,NA
10/5/2008,12:00 AM,NA,-0.823626472,NA
10/5/2008,6:00 AM,NA,-0.823626472,NA
