"","x"
"454","Acer"
"455","Acer"
"456","Sony"
"457","Sony"
"458","Acer"
"459","Acer"
"460","Acer"
"461","Sony"
"462","Acer"
"463","Acer"
"464","Acer"
"465","Acer"
"466","Sony"
"467","Acer"
"468","Acer"
"469","Sony"
"470","Sony"
"471","Sony"
"472","Acer"
"473","Sony"
"474","Acer"
"475","Sony"
"476","Sony"
"477","Acer"
"478","Acer"
"479","Sony"
"480","Acer"
"481","Acer"
"482","Sony"
"483","Sony"
"484","Acer"
"485","Sony"
"486","Acer"
"487","Acer"
"488","Sony"
"489","Acer"
"490","Acer"
"491","Sony"
"492","Acer"
"493","Acer"
"494","Sony"
"495","Sony"
"496","Sony"
"497","Sony"
"498","Acer"
"499","Acer"
"500","Acer"
"501","Acer"
"502","Acer"
"503","Sony"
"504","Acer"
"505","Sony"
"506","Sony"
"507","Sony"
"508","Acer"
"509","Acer"
"510","Sony"
"511","Sony"
"512","Sony"
"513","Sony"
"514","Acer"
"515","Sony"
"516","Sony"
"517","Sony"
"518","Acer"
"519","Sony"
"520","Sony"
"521","Sony"
"522","Acer"
"523","Sony"
"524","Sony"
"525","Acer"
"526","Sony"
"527","Sony"
"528","Acer"
"529","Sony"
"530","Acer"
"531","Sony"
"532","Sony"
"533","Sony"
"534","Sony"
"535","Sony"
"536","Sony"
"537","Acer"
"538","Sony"
"539","Acer"
"540","Acer"
"541","Sony"
"542","Sony"
"543","Acer"
"544","Acer"
"545","Acer"
"546","Sony"
"547","Acer"
"548","Sony"
"549","Sony"
"550","Sony"
"551","Sony"
"552","Sony"
"553","Acer"
"554","Acer"
"555","Sony"
"556","Acer"
"557","Sony"
"558","Sony"
"559","Sony"
"560","Sony"
"561","Sony"
"562","Acer"
"563","Acer"
"564","Acer"
"565","Sony"
"566","Sony"
"567","Sony"
"568","Acer"
"569","Sony"
"570","Sony"
"571","Sony"
"572","Sony"
"573","Sony"
"574","Sony"
"575","Sony"
"576","Sony"
"577","Acer"
"578","Sony"
"579","Acer"
"580","Sony"
"581","Sony"
"582","Sony"
"583","Acer"
"584","Acer"
"585","Sony"
"586","Sony"
"587","Sony"
"588","Sony"
"589","Sony"
"590","Sony"
"591","Sony"
"592","Sony"
"593","Sony"
"594","Sony"
"595","Sony"
"596","Acer"
"597","Acer"
"598","Sony"
"599","Acer"
"600","Sony"
"601","Sony"
"602","Acer"
"603","Sony"
"604","Sony"
"605","Acer"
"606","Sony"
"607","Sony"
"608","Sony"
"609","Sony"
"610","Sony"
"611","Acer"
"612","Sony"
"613","Sony"
"614","Acer"
"615","Sony"
"616","Acer"
"617","Acer"
"618","Sony"
"619","Acer"
"620","Sony"
"621","Sony"
"622","Sony"
"623","Sony"
"624","Acer"
"625","Sony"
"626","Acer"
"627","Acer"
"628","Acer"
"629","Sony"
"630","Sony"
"631","Sony"
"632","Sony"
"633","Sony"
"634","Acer"
"635","Sony"
"636","Acer"
"637","Acer"
"638","Sony"
"639","Sony"
"640","Sony"
"641","Acer"
"642","Sony"
"643","Acer"
"644","Sony"
"645","Sony"
"646","Acer"
"647","Acer"
"648","Sony"
"649","Acer"
"650","Acer"
"651","Acer"
"652","Acer"
"653","Acer"
"654","Sony"
"655","Acer"
"656","Sony"
"657","Sony"
"658","Sony"
"659","Sony"
"660","Acer"
"661","Sony"
"662","Acer"
"663","Sony"
"664","Sony"
"665","Acer"
"666","Sony"
"667","Sony"
"668","Acer"
"669","Sony"
"670","Sony"
"671","Sony"
"672","Acer"
"673","Sony"
"674","Sony"
"675","Acer"
"676","Acer"
"677","Sony"
"678","Sony"
"679","Acer"
"680","Sony"
"681","Sony"
"682","Sony"
"683","Acer"
"684","Acer"
"685","Sony"
"686","Sony"
"687","Sony"
"688","Sony"
"689","Acer"
"690","Sony"
"691","Sony"
"692","Sony"
"693","Sony"
"694","Sony"
"695","Sony"
"696","Acer"
"697","Sony"
"698","Sony"
"699","Sony"
"700","Sony"
"701","Sony"
"702","Sony"
"703","Acer"
"704","Sony"
"705","Acer"
"706","Sony"
"707","Sony"
"708","Sony"
"709","Acer"
"710","Sony"
"711","Sony"
"712","Sony"
"713","Sony"
"714","Sony"
"715","Acer"
"716","Sony"
"717","Sony"
"718","Acer"
"719","Sony"
"720","Sony"
"721","Acer"
"722","Sony"
"723","Sony"
"724","Acer"
"725","Acer"
"726","Sony"
"727","Sony"
"728","Sony"
"729","Sony"
"730","Sony"
"731","Sony"
"732","Acer"
"733","Sony"
"734","Acer"
"735","Acer"
"736","Acer"
"737","Acer"
"738","Acer"
"739","Acer"
"740","Sony"
"741","Sony"
"742","Sony"
"743","Acer"
"744","Sony"
"745","Sony"
"746","Sony"
"747","Acer"
"748","Acer"
"749","Sony"
"750","Acer"
"751","Sony"
"752","Acer"
"753","Acer"
"754","Sony"
"755","Acer"
"756","Acer"
"757","Acer"
"758","Acer"
"759","Acer"
"760","Acer"
"761","Sony"
"762","Sony"
"763","Acer"
"764","Acer"
"765","Acer"
"766","Sony"
"767","Sony"
"768","Acer"
"769","Acer"
"770","Acer"
"771","Sony"
"772","Acer"
"773","Acer"
"774","Acer"
"775","Sony"
"776","Sony"
"777","Sony"
"778","Sony"
"779","Sony"
"780","Acer"
"781","Sony"
"782","Acer"
"783","Sony"
"784","Sony"
"785","Acer"
"786","Sony"
"787","Acer"
"788","Acer"
"789","Sony"
"790","Acer"
"791","Sony"
"792","Acer"
"793","Sony"
"794","Sony"
"795","Sony"
"796","Acer"
"797","Acer"
"798","Sony"
"799","Acer"
"800","Acer"
"801","Acer"
"802","Sony"
"803","Sony"
"804","Sony"
"805","Sony"
"806","Sony"
"807","Acer"
"808","Acer"
"809","Sony"
"810","Sony"
"811","Sony"
"812","Sony"
"813","Acer"
"814","Acer"
"815","Sony"
"816","Acer"
"817","Sony"
"818","Sony"
"819","Sony"
"820","Sony"
"821","Sony"
"822","Acer"
"823","Sony"
"824","Sony"
"825","Acer"
"826","Sony"
"827","Acer"
"828","Acer"
"829","Sony"
"830","Acer"
"831","Acer"
"832","Sony"
"833","Sony"
"834","Sony"
"835","Sony"
"836","Sony"
"837","Sony"
"838","Sony"
"839","Sony"
"840","Sony"
"841","Sony"
"842","Sony"
"843","Acer"
"844","Sony"
"845","Acer"
"846","Sony"
"847","Sony"
"848","Sony"
"849","Sony"
"850","Acer"
"851","Acer"
"852","Acer"
"853","Acer"
"854","Acer"
"855","Sony"
"856","Sony"
"857","Sony"
"858","Sony"
"859","Sony"
"860","Sony"
"861","Sony"
"862","Acer"
"863","Sony"
"864","Sony"
"865","Acer"
"866","Sony"
"867","Sony"
"868","Sony"
"869","Acer"
"870","Acer"
"871","Sony"
"872","Sony"
"873","Acer"
"874","Sony"
"875","Sony"
"876","Sony"
"877","Sony"
"878","Acer"
"879","Acer"
"880","Acer"
"881","Sony"
"882","Acer"
"883","Sony"
"884","Sony"
"885","Acer"
"886","Sony"
"887","Acer"
"888","Sony"
"889","Acer"
"890","Acer"
"891","Acer"
"892","Sony"
"893","Sony"
"894","Acer"
"895","Acer"
"896","Acer"
"897","Sony"
"898","Sony"
"899","Sony"
"900","Acer"
"901","Sony"
"902","Acer"
"903","Acer"
"904","Sony"
"905","Sony"
"906","Sony"
"907","Sony"
"908","Sony"
"909","Sony"
"910","Acer"
"911","Acer"
"912","Sony"
"913","Acer"
"914","Sony"
"915","Sony"
"916","Sony"
"917","Sony"
"918","Acer"
"919","Acer"
"920","Sony"
"921","Sony"
"922","Sony"
"923","Sony"
"924","Sony"
"925","Acer"
"926","Acer"
"927","Sony"
"928","Sony"
"929","Acer"
"930","Sony"
"931","Sony"
"932","Sony"
"933","Acer"
"934","Sony"
"935","Acer"
"936","Acer"
"937","Sony"
"938","Sony"
"939","Sony"
"940","Acer"
"941","Sony"
"942","Sony"
"943","Sony"
"944","Sony"
"945","Sony"
"946","Acer"
"947","Acer"
"948","Acer"
"949","Sony"
"950","Acer"
"951","Acer"
"952","Acer"
"953","Acer"
"954","Sony"
"955","Sony"
"956","Acer"
"957","Acer"
"958","Sony"
"959","Acer"
"960","Acer"
"961","Sony"
"962","Sony"
"963","Sony"
"964","Acer"
"965","Sony"
"966","Sony"
"967","Sony"
"968","Acer"
"969","Acer"
"970","Sony"
"971","Acer"
"972","Sony"
"973","Acer"
"974","Acer"
"975","Acer"
"976","Sony"
"977","Sony"
"978","Acer"
"979","Acer"
"980","Sony"
"981","Sony"
"982","Acer"
"983","Sony"
"984","Acer"
"985","Acer"
"986","Acer"
"987","Sony"
"988","Acer"
"989","Sony"
"990","Acer"
"991","Acer"
"992","Sony"
"993","Sony"
"994","Sony"
"995","Sony"
"996","Sony"
"997","Sony"
"998","Sony"
"999","Sony"
"1000","Acer"
"1001","Sony"
"1002","Sony"
"1003","Sony"
"1004","Acer"
"1005","Sony"
"1006","Acer"
"1007","Sony"
"1008","Acer"
"1009","Sony"
"1010","Acer"
"1011","Sony"
"1012","Acer"
"1013","Sony"
"1014","Sony"
"1015","Sony"
"1016","Sony"
"1017","Sony"
"1018","Acer"
"1019","Sony"
"1020","Sony"
"1021","Sony"
"1022","Acer"
"1023","Acer"
"1024","Sony"
"1025","Sony"
"1026","Sony"
"1027","Sony"
"1028","Sony"
"1029","Sony"
"1030","Acer"
"1031","Acer"
"1032","Sony"
"1033","Sony"
"1034","Acer"
"1035","Acer"
"1036","Acer"
"1037","Sony"
"1038","Sony"
"1039","Acer"
"1040","Sony"
"1041","Acer"
"1042","Sony"
"1043","Acer"
"1044","Sony"
"1045","Sony"
"1046","Sony"
"1047","Acer"
"1048","Sony"
"1049","Sony"
"1050","Sony"
"1051","Sony"
"1052","Sony"
"1053","Sony"
"1054","Sony"
"1055","Sony"
"1056","Sony"
"1057","Acer"
"1058","Sony"
"1059","Sony"
"1060","Sony"
"1061","Acer"
"1062","Acer"
"1063","Sony"
"1064","Sony"
"1065","Sony"
"1066","Sony"
"1067","Acer"
"1068","Sony"
"1069","Acer"
"1070","Sony"
"1071","Sony"
"1072","Sony"
"1073","Sony"
"1074","Acer"
"1075","Acer"
"1076","Acer"
"1077","Sony"
"1078","Sony"
"1079","Sony"
"1080","Sony"
"1081","Sony"
"1082","Acer"
"1083","Sony"
"1084","Acer"
"1085","Acer"
"1086","Sony"
"1087","Sony"
"1088","Acer"
"1089","Sony"
"1090","Acer"
"1091","Acer"
"1092","Sony"
"1093","Sony"
"1094","Sony"
"1095","Sony"
"1096","Sony"
"1097","Sony"
"1098","Sony"
"1099","Sony"
"1100","Sony"
"1101","Acer"
"1102","Sony"
"1103","Sony"
"1104","Acer"
"1105","Sony"
"1106","Sony"
"1107","Acer"
"1108","Sony"
"1109","Sony"
"1110","Sony"
"1111","Acer"
"1112","Sony"
"1113","Sony"
"1114","Acer"
"1115","Acer"
"1116","Acer"
"1117","Acer"
"1118","Sony"
"1119","Sony"
"1120","Acer"
"1121","Sony"
"1122","Acer"
"1123","Sony"
"1124","Sony"
"1125","Sony"
"1126","Sony"
"1127","Sony"
"1128","Acer"
"1129","Sony"
"1130","Sony"
"1131","Acer"
"1132","Sony"
"1133","Sony"
"1134","Sony"
"1135","Acer"
"1136","Sony"
"1137","Sony"
"1138","Sony"
"1139","Acer"
"1140","Acer"
"1141","Sony"
"1142","Sony"
"1143","Sony"
"1144","Sony"
"1145","Acer"
"1146","Sony"
"1147","Sony"
"1148","Acer"
"1149","Sony"
"1150","Acer"
"1151","Acer"
"1152","Acer"
"1153","Acer"
"1154","Sony"
"1155","Acer"
"1156","Sony"
"1157","Sony"
"1158","Acer"
"1159","Sony"
"1160","Sony"
"1161","Sony"
"1162","Acer"
"1163","Sony"
"1164","Sony"
"1165","Acer"
"1166","Acer"
"1167","Sony"
"1168","Acer"
"1169","Acer"
"1170","Sony"
"1171","Sony"
"1172","Sony"
"1173","Acer"
"1174","Sony"
"1175","Acer"
"1176","Sony"
"1177","Acer"
"1178","Sony"
"1179","Acer"
"1180","Sony"
"1181","Acer"
"1182","Acer"
"1183","Sony"
"1184","Acer"
"1185","Sony"
"1186","Sony"
"1187","Sony"
"1188","Acer"
"1189","Sony"
"1190","Sony"
"1191","Acer"
"1192","Sony"
"1193","Sony"
"1194","Sony"
"1195","Sony"
"1196","Acer"
"1197","Acer"
"1198","Sony"
"1199","Sony"
"1200","Sony"
"1201","Acer"
"1202","Sony"
"1203","Sony"
"1204","Acer"
"1205","Acer"
"1206","Sony"
"1207","Sony"
"1208","Acer"
"1209","Sony"
"1210","Sony"
"1211","Acer"
"1212","Sony"
"1213","Sony"
"1214","Acer"
"1215","Sony"
"1216","Sony"
"1217","Sony"
"1218","Sony"
"1219","Sony"
"1220","Sony"
"1221","Sony"
"1222","Sony"
"1223","Acer"
"1224","Sony"
"1225","Acer"
"1226","Acer"
"1227","Sony"
"1228","Sony"
"1229","Acer"
"1230","Sony"
"1231","Sony"
"1232","Acer"
"1233","Acer"
"1234","Sony"
"1235","Sony"
"1236","Sony"
"1237","Sony"
"1238","Acer"
"1239","Acer"
"1240","Sony"
"1241","Acer"
"1242","Acer"
"1243","Sony"
"1244","Sony"
"1245","Acer"
"1246","Acer"
"1247","Acer"
"1248","Sony"
"1249","Sony"
"1250","Sony"
"1251","Acer"
"1252","Sony"
"1253","Sony"
"1254","Sony"
"1255","Sony"
"1256","Sony"
"1257","Acer"
"1258","Sony"
"1259","Sony"
"1260","Acer"
"1261","Acer"
"1262","Sony"
"1263","Sony"
"1264","Sony"
"1265","Sony"
"1266","Acer"
"1267","Sony"
"1268","Sony"
"1269","Sony"
"1270","Sony"
"1271","Sony"
"1272","Acer"
"1273","Acer"
"1274","Acer"
"1275","Acer"
"1276","Sony"
"1277","Sony"
"1278","Sony"
"1279","Acer"
"1280","Acer"
"1281","Sony"
"1282","Acer"
"1283","Sony"
"1284","Acer"
"1285","Sony"
"1286","Acer"
"1287","Sony"
"1288","Acer"
"1289","Sony"
"1290","Sony"
"1291","Sony"
"1292","Acer"
"1293","Acer"
"1294","Sony"
"1295","Sony"
"1296","Acer"
"1297","Sony"
"1298","Acer"
"1299","Sony"
"1300","Sony"
"1301","Sony"
"1302","Acer"
"1303","Sony"
"1304","Acer"
"1305","Acer"
"1306","Sony"
"1307","Sony"
"1308","Sony"
"1309","Acer"
"1310","Sony"
"1311","Sony"
"1312","Acer"
"1313","Sony"
"1314","Sony"
"1315","Sony"
"1316","Sony"
"1317","Sony"
"1318","Sony"
"1319","Sony"
"1320","Acer"
"1321","Acer"
"1322","Sony"
"1323","Sony"
"1324","Acer"
"1325","Sony"
"1326","Acer"
"1327","Acer"
"1328","Sony"
"1329","Sony"
"1330","Sony"
"1331","Acer"
"1332","Sony"
"1333","Acer"
"1334","Sony"
"1335","Acer"
"1336","Sony"
"1337","Acer"
"1338","Sony"
"1339","Acer"
"1340","Sony"
"1341","Sony"
"1342","Sony"
"1343","Sony"
"1344","Sony"
"1345","Acer"
"1346","Sony"
"1347","Acer"
"1348","Acer"
"1349","Acer"
"1350","Acer"
"1351","Acer"
"1352","Acer"
"1353","Acer"
"1354","Sony"
"1355","Sony"
"1356","Acer"
"1357","Acer"
"1358","Sony"
"1359","Sony"
"1360","Sony"
"1361","Acer"
"1362","Sony"
"1363","Sony"
"1364","Acer"
"1365","Acer"
"1366","Sony"
"1367","Acer"
"1368","Acer"
"1369","Acer"
"1370","Sony"
"1371","Acer"
"1372","Sony"
"1373","Sony"
"1374","Sony"
"1375","Sony"
"1376","Acer"
"1377","Acer"
"1378","Acer"
"1379","Sony"
"1380","Sony"
"1381","Sony"
"1382","Sony"
"1383","Sony"
"1384","Sony"
"1385","Sony"
"1386","Sony"
"1387","Sony"
"1388","Acer"
"1389","Sony"
"1390","Sony"
"1391","Sony"
"1392","Sony"
"1393","Sony"
"1394","Sony"
"1395","Sony"
"1396","Sony"
"1397","Sony"
"1398","Sony"
"1399","Sony"
"1400","Acer"
"1401","Sony"
"1402","Sony"
"1403","Sony"
"1404","Acer"
"1405","Acer"
"1406","Sony"
"1407","Sony"
"1408","Sony"
"1409","Sony"
"1410","Sony"
"1411","Sony"
"1412","Sony"
"1413","Sony"
"1414","Acer"
"1415","Acer"
"1416","Sony"
"1417","Acer"
"1418","Sony"
"1419","Sony"
"1420","Sony"
"1421","Acer"
"1422","Sony"
"1423","Sony"
"1424","Acer"
"1425","Sony"
"1426","Acer"
"1427","Sony"
"1428","Acer"
"1429","Sony"
"1430","Sony"
"1431","Acer"
"1432","Sony"
"1433","Acer"
"1434","Acer"
"1435","Sony"
"1436","Acer"
"1437","Sony"
"1438","Sony"
"1439","Sony"
"1440","Acer"
"1441","Acer"
"1442","Sony"
"1443","Acer"
"1444","Acer"
"1445","Sony"
"1446","Acer"
"1447","Acer"
"1448","Sony"
"1449","Acer"
"1450","Sony"
"1451","Acer"
"1452","Sony"
"1453","Acer"
"1454","Sony"
"1455","Sony"
"1456","Sony"
"1457","Sony"
"1458","Sony"
"1459","Acer"
"1460","Sony"
"1461","Sony"
"1462","Sony"
"1463","Sony"
"1464","Acer"
"1465","Sony"
"1466","Sony"
"1467","Sony"
"1468","Sony"
"1469","Sony"
"1470","Sony"
"1471","Sony"
"1472","Sony"
"1473","Sony"
"1474","Acer"
"1475","Sony"
"1476","Sony"
"1477","Sony"
"1478","Acer"
"1479","Sony"
"1480","Acer"
"1481","Sony"
"1482","Acer"
"1483","Sony"
"1484","Sony"
"1485","Sony"
"1486","Sony"
"1487","Acer"
"1488","Acer"
"1489","Sony"
"1490","Acer"
"1491","Sony"
"1492","Acer"
"1493","Sony"
"1494","Sony"
"1495","Acer"
"1496","Sony"
"1497","Acer"
"1498","Acer"
"1499","Sony"
"1500","Acer"
"1501","Sony"
"1502","Acer"
"1503","Acer"
"1504","Acer"
"1505","Sony"
"1506","Sony"
"1507","Acer"
"1508","Sony"
"1509","Acer"
"1510","Sony"
"1511","Acer"
"1512","Sony"
"1513","Acer"
"1514","Sony"
"1515","Sony"
"1516","Sony"
"1517","Sony"
"1518","Sony"
"1519","Sony"
"1520","Sony"
"1521","Sony"
"1522","Sony"
"1523","Acer"
"1524","Acer"
"1525","Sony"
"1526","Acer"
"1527","Sony"
"1528","Sony"
"1529","Sony"
"1530","Sony"
"1531","Sony"
"1532","Acer"
"1533","Acer"
"1534","Sony"
"1535","Acer"
"1536","Sony"
"1537","Acer"
"1538","Sony"
"1539","Sony"
"1540","Acer"
"1541","Sony"
"1542","Acer"
"1543","Sony"
"1544","Sony"
"1545","Sony"
"1546","Sony"
"1547","Sony"
"1548","Sony"
"1549","Acer"
"1550","Sony"
"1551","Sony"
"1552","Sony"
"1553","Sony"
"1554","Acer"
"1555","Sony"
"1556","Sony"
"1557","Sony"
"1558","Sony"
"1559","Acer"
"1560","Sony"
"1561","Sony"
"1562","Sony"
"1563","Sony"
"1564","Acer"
"1565","Sony"
"1566","Acer"
"1567","Sony"
"1568","Sony"
"1569","Sony"
"1570","Sony"
"1571","Acer"
"1572","Sony"
"1573","Acer"
"1574","Sony"
"1575","Acer"
"1576","Acer"
"1577","Sony"
"1578","Sony"
"1579","Sony"
"1580","Sony"
"1581","Acer"
"1582","Sony"
"1583","Sony"
"1584","Acer"
"1585","Sony"
"1586","Acer"
"1587","Sony"
"1588","Acer"
"1589","Acer"
"1590","Sony"
"1591","Sony"
"1592","Sony"
"1593","Sony"
"1594","Sony"
"1595","Acer"
"1596","Sony"
"1597","Acer"
"1598","Sony"
"1599","Sony"
"1600","Sony"
"1601","Acer"
"1602","Sony"
"1603","Sony"
"1604","Sony"
"1605","Sony"
"1606","Sony"
"1607","Acer"
"1608","Sony"
"1609","Sony"
"1610","Sony"
"1611","Acer"
"1612","Sony"
"1613","Sony"
"1614","Acer"
"1615","Sony"
"1616","Sony"
"1617","Acer"
"1618","Acer"
"1619","Acer"
"1620","Sony"
"1621","Acer"
"1622","Acer"
"1623","Sony"
"1624","Acer"
"1625","Acer"
"1626","Acer"
"1627","Acer"
"1628","Acer"
"1629","Acer"
"1630","Acer"
"1631","Sony"
"1632","Sony"
"1633","Acer"
"1634","Sony"
"1635","Sony"
"1636","Sony"
"1637","Sony"
"1638","Sony"
"1639","Acer"
"1640","Sony"
"1641","Acer"
"1642","Sony"
"1643","Sony"
"1644","Sony"
"1645","Sony"
"1646","Acer"
"1647","Acer"
"1648","Acer"
"1649","Sony"
"1650","Sony"
"1651","Sony"
"1652","Sony"
"1653","Sony"
"1654","Sony"
"1655","Sony"
"1656","Acer"
"1657","Sony"
"1658","Acer"
"1659","Sony"
"1660","Sony"
"1661","Sony"
"1662","Acer"
"1663","Acer"
"1664","Acer"
"1665","Sony"
